CustomerID,InvoiceNo,InvoiceDate,MonetaryValue,AverageOrderValue,Country,OrderValue
12967,539319,2010-12-16 19:10:00,1660.9,0.09,36,292.5
12968,563857,2011-08-19 15:44:00,135.95,0.01,36,135.95
12970,541797,2011-01-21 14:04:00,17.2,0.0,36,17.2
12970,541799,2011-01-21 14:21:00,23.8,0.0,36,6.6
12970,580305,2011-12-02 14:26:00,409.36,0.02,36,385.56
12970,580307,2011-12-02 14:30:00,452.24,0.02,36,42.88
12971,536806,2010-12-02 16:42:00,45.12,0.0,36,45.12
12971,537472,2010-12-07 11:11:00,156.66,0.01,36,111.54
12971,537862,2010-12-08 16:21:00,268.19,0.01,36,111.53
12971,539400,2010-12-17 12:00:00,321.59,0.02,36,53.4
12971,539675,2010-12-21 10:51:00,436.19,0.02,36,114.6
12971,540363,2011-01-06 15:54:00,621.29,0.03,36,185.1
12971,540534,2011-01-09 14:17:00,646.49,0.03,36,25.2
12971,540844,2011-01-11 16:24:00,717.99,0.04,36,71.5
12971,540974,2011-01-12 14:43:00,830.07,0.04,36,112.08
12971,542004,2011-01-25 11:08:00,918.87,0.05,36,88.8
12971,542142,2011-01-26 09:04:00,1093.47,0.06,36,174.6
12971,543128,2011-02-03 14:54:00,1157.47,0.06,36,64.0
12971,543523,2011-02-09 12:07:00,1195.57,0.06,36,38.1
12971,544066,2011-02-15 13:53:00,1377.07,0.07,36,181.5
12971,544197,2011-02-17 09:52:00,1482.57,0.08,36,105.5
12971,544198,2011-02-17 09:53:00,1566.57,0.08,36,84.0
12971,544821,2011-02-24 09:05:00,1675.57,0.09,36,109.0
12971,545225,2011-03-01 09:22:00,1837.37,0.1,36,161.8
12971,546082,2011-03-09 11:25:00,2058.77,0.11,36,221.4
12971,546083,2011-03-09 11:27:00,2097.75,0.11,36,38.98
12971,546397,2011-03-11 14:37:00,2251.5,0.12,36,153.75
12971,546766,2011-03-16 14:49:00,2304.3,0.12,36,52.8
12971,546767,2011-03-16 14:51:00,2381.46,0.13,36,77.16
12971,547688,2011-03-24 14:54:00,2518.86,0.14,36,137.4
12971,547944,2011-03-28 14:59:00,2625.81,0.14,36,106.95
12971,547946,2011-03-28 14:59:00,2742.21,0.15,36,116.4
12971,548216,2011-03-30 09:27:00,2834.01,0.15,36,91.8
12971,548873,2011-04-04 15:10:00,3048.21,0.16,36,214.2
12971,549942,2011-04-13 12:04:00,3184.41,0.17,36,136.2
12971,550343,2011-04-17 15:56:00,3359.01,0.18,36,174.6
12971,550673,2011-04-20 10:28:00,3738.01,0.2,36,379.0
12971,550674,2011-04-20 10:29:00,3982.81,0.21,36,244.8
12971,550967,2011-04-21 16:58:00,4030.21,0.22,36,47.4
12971,551894,2011-05-05 10:20:00,4095.16,0.22,36,64.95
12971,552567,2011-05-10 12:00:00,4172.36,0.23,36,77.2
12971,553753,2011-05-19 10:22:00,4431.56,0.24,36,259.2
12971,554078,2011-05-22 11:38:00,4472.12,0.24,36,40.56
12971,554934,2011-05-27 13:29:00,4538.02,0.24,36,65.9
12971,554936,2011-05-27 13:30:00,4638.22,0.25,36,100.2
12971,555394,2011-06-02 17:03:00,4764.66,0.26,36,126.44
12971,555395,2011-06-02 17:04:00,4859.34,0.26,36,94.68
12971,557014,2011-06-16 12:10:00,4946.78,0.27,36,87.44
12971,557498,2011-06-20 15:22:00,5053.82,0.27,36,107.04
12971,557523,2011-06-21 08:27:00,5154.74,0.28,36,100.92
12971,558054,2011-06-24 14:36:00,5215.64,0.28,36,60.9
12971,559002,2011-07-05 12:18:00,5287.64,0.29,36,72.0
12971,559323,2011-07-07 14:55:00,5491.24,0.3,36,203.6
12971,559324,2011-07-07 14:56:00,5649.64,0.3,36,158.4
12971,560182,2011-07-15 11:48:00,5903.99,0.32,36,254.35
12971,560183,2011-07-15 11:48:00,6009.59,0.32,36,105.6
12971,560184,2011-07-15 11:49:00,6062.57,0.33,36,52.98
12971,560204,2011-07-15 13:17:00,6216.77,0.34,36,154.2
12971,560469,2011-07-19 10:40:00,6436.92,0.35,36,220.15
12971,560897,2011-07-21 17:26:00,6576.12,0.35,36,139.2
12971,561389,2011-07-27 09:37:00,6987.2,0.38,36,411.08
12971,561699,2011-07-29 10:32:00,7139.6,0.39,36,152.4
12971,562272,2011-08-04 08:18:00,7222.7,0.39,36,83.1
12971,562545,2011-08-05 15:46:00,7360.46,0.4,36,137.76
12971,563560,2011-08-17 14:00:00,7463.66,0.4,36,103.2
12971,563898,2011-08-21 10:48:00,7614.86,0.41,36,151.2
12971,564222,2011-08-24 09:41:00,7854.76,0.42,36,239.9
12971,565206,2011-09-01 16:46:00,7971.82,0.43,36,117.06
12971,565216,2011-09-01 17:38:00,8086.42,0.44,36,114.6
12971,566046,2011-09-08 14:02:00,8165.32,0.44,36,78.9
12971,566628,2011-09-14 10:32:00,8332.32,0.45,36,167.0
12971,566630,2011-09-14 10:33:00,8489.52,0.46,36,157.2
12971,568389,2011-09-27 10:06:00,8653.8,0.47,36,164.28
12971,569373,2011-10-03 16:12:00,8816.44,0.48,36,162.64
12971,569559,2011-10-05 09:31:00,8988.04,0.49,36,171.6
12971,571742,2011-10-19 10:36:00,9035.66,0.49,36,47.62
12971,573372,2011-10-30 13:36:00,9114.56,0.49,36,78.9
12971,574330,2011-11-04 09:10:00,9177.62,0.5,36,63.06
12971,574961,2011-11-08 10:19:00,9272.36,0.5,36,94.74
12971,575388,2011-11-09 15:30:00,9460.4,0.51,36,188.04
12971,575389,2011-11-09 15:31:00,9558.03,0.52,36,97.63
12971,575390,2011-11-09 15:31:00,9613.35,0.52,36,55.32
12971,576237,2011-11-14 13:32:00,9678.75,0.52,36,65.4
12971,576853,2011-11-16 15:48:00,9772.14,0.53,36,93.39
12971,577018,2011-11-17 12:25:00,9935.88,0.54,36,163.74
12971,577443,2011-11-20 11:16:00,10108.68,0.55,36,172.8
12971,578015,2011-11-22 12:58:00,10400.04,0.56,36,291.36
12971,578668,2011-11-24 17:11:00,10595.04,0.57,36,195.0
12971,579122,2011-11-28 12:05:00,10904.86,0.59,36,309.82
12971,579513,2011-11-29 17:03:00,11028.01,0.6,36,123.15
12971,580093,2011-12-01 14:41:00,11087.11,0.6,36,59.1
12971,580882,2011-12-06 12:20:00,11189.91,0.6,36,102.8
12974,554701,2011-05-26 09:33:00,144.8,0.01,36,144.8
12976,552879,2011-05-12 09:55:00,738.6,0.04,36,738.6
12977,559165,2011-07-06 16:40:00,39.24,0.0,36,39.24
12980,539144,2010-12-16 11:36:00,889.32,0.05,36,889.32
12980,540908,2011-01-12 11:53:00,1611.24,0.09,36,721.92
12980,543650,2011-02-11 09:17:00,2402.04,0.13,36,790.8
12980,544689,2011-02-23 08:46:00,2834.94,0.15,36,432.9
12980,545414,2011-03-02 12:43:00,3673.74,0.2,36,838.8
12980,553102,2011-05-13 11:58:00,4566.36,0.25,36,892.62
12980,555513,2011-06-05 10:38:00,5458.98,0.29,36,892.62
12980,556968,2011-06-16 10:09:00,6536.1,0.35,36,1077.12
12980,558917,2011-07-05 09:34:00,7374.9,0.4,36,838.8
12981,561801,2011-07-29 14:14:00,187.18,0.01,36,187.18
12981,575586,2011-11-10 12:00:00,372.22,0.02,36,185.04
12982,549646,2011-04-11 11:51:00,390.54,0.02,36,390.54
12984,577724,2011-11-21 12:37:00,97.5,0.01,36,97.5
12985,575868,2011-11-11 12:44:00,754.38,0.04,36,754.38
12985,581501,2011-12-09 10:46:00,1239.38,0.07,36,485.0
12987,554788,2011-05-26 12:00:00,304.3,0.02,36,304.3
12987,568493,2011-09-27 12:03:00,558.7,0.03,36,254.4
12988,544463,2011-02-20 14:31:00,535.32,0.03,36,535.32
12989,538306,2010-12-10 13:24:00,202.5,0.01,36,202.5
12989,541247,2011-01-16 12:44:00,1012.5,0.05,36,810.0
12989,543935,2011-02-14 14:39:00,1914.1,0.1,36,901.6
12989,546847,2011-03-17 12:51:00,2351.5,0.13,36,437.4
12989,550276,2011-04-15 12:48:00,2629.06,0.14,36,277.56
12989,554307,2011-05-23 14:59:00,3086.74,0.17,36,457.68
12989,554309,2011-05-23 15:00:00,3327.94,0.18,36,241.2
12989,558910,2011-07-05 09:16:00,4469.14,0.24,36,1141.2
12989,566447,2011-09-12 15:43:00,5107.06,0.28,36,637.92
12989,569411,2011-10-04 09:49:00,5673.46,0.31,36,566.4
12989,569418,2011-10-04 10:30:00,5957.62,0.32,36,284.16
12989,571302,2011-10-17 09:07:00,6440.02,0.35,36,482.4
12989,577202,2011-11-18 11:47:00,6794.98,0.37,36,354.96
12989,580047,2011-12-01 12:44:00,6862.91,0.37,36,67.93
12989,580975,2011-12-06 15:28:00,6924.11,0.37,36,61.2
12990,543032,2011-02-02 15:39:00,97.5,0.01,36,97.5
12990,555861,2011-06-07 14:27:00,263.9,0.01,36,166.4
12990,575071,2011-11-08 13:01:00,409.5,0.02,36,145.6
12991,563845,2011-08-19 14:39:00,303.56,0.02,36,303.56
12991,576845,2011-11-16 15:34:00,503.76,0.03,36,200.2
12993,543934,2011-02-14 14:29:00,102.9,0.01,36,102.9
12993,553223,2011-05-16 10:28:00,175.3,0.01,36,72.4
12993,563013,2011-08-11 12:01:00,372.4,0.02,36,197.1
12993,576854,2011-11-16 15:49:00,414.76,0.02,36,42.36
12994,546682,2011-03-16 08:31:00,352.6,0.02,36,352.6
12994,563091,2011-08-11 17:02:00,645.47,0.03,36,292.87
12994,580689,2011-12-05 15:43:00,974.42,0.05,36,328.95
12995,566937,2011-09-15 15:44:00,211.32,0.01,36,211.32
12997,542247,2011-01-26 15:49:00,305.55,0.02,36,305.55
12997,550324,2011-04-17 13:02:00,608.47,0.03,36,302.92
12997,566303,2011-09-12 08:24:00,916.39,0.05,36,307.92
12997,577085,2011-11-17 15:47:00,1226.89,0.07,36,310.5
12999,549323,2011-04-08 10:26:00,320.28,0.02,36,320.28
12999,553722,2011-05-18 16:37:00,379.38,0.02,36,59.1
12999,554932,2011-05-27 13:24:00,455.88,0.02,36,76.5
13000,538186,2010-12-10 10:26:00,201.75,0.01,36,201.75
13000,547721,2011-03-25 10:14:00,458.53,0.02,36,256.78
13000,564381,2011-08-25 10:43:00,534.85,0.03,36,76.32
13001,541285,2011-01-17 12:45:00,805.45,0.04,36,805.45
13001,542126,2011-01-25 14:53:00,1369.84,0.07,36,564.39
13001,544177,2011-02-16 14:27:00,3223.36,0.17,36,1853.52
13001,545002,2011-02-25 12:43:00,3501.64,0.19,36,278.28
13001,545821,2011-03-07 12:50:00,4092.66,0.22,36,591.02
13001,547053,2011-03-20 12:08:00,4592.5,0.25,36,499.84
13001,548351,2011-03-30 14:51:00,5443.32,0.29,36,850.82
13001,550129,2011-04-14 13:17:00,6079.77,0.33,36,636.45
13001,552061,2011-05-06 10:43:00,7343.85,0.4,36,1264.08
13001,556039,2011-06-08 12:40:00,7845.35,0.42,36,501.5
13001,558902,2011-07-04 16:08:00,8615.42,0.46,36,770.07
13001,577053,2011-11-17 14:17:00,9227.81,0.5,36,612.39
13001,580680,2011-12-05 14:51:00,9818.82,0.53,36,591.01
13002,542129,2011-01-25 15:18:00,120.95,0.01,36,120.95
13003,552319,2011-05-09 08:23:00,59.05,0.0,36,59.05
13003,559658,2011-07-11 13:06:00,89.05,0.0,36,30.0
13003,564564,2011-08-26 10:50:00,149.05,0.01,36,60.0
13004,539325,2010-12-17 08:20:00,357.01,0.02,36,357.01
13004,540561,2011-01-10 10:32:00,683.79,0.04,36,326.78
13004,542370,2011-01-27 13:23:00,1002.39,0.05,36,318.6
13004,544056,2011-02-15 12:48:00,1290.13,0.07,36,287.74
13004,545080,2011-02-28 10:33:00,1592.04,0.09,36,301.91
13004,548749,2011-04-04 12:29:00,2043.82,0.11,36,451.78
13004,552364,2011-05-09 12:25:00,2448.02,0.13,36,404.2
13004,556111,2011-06-09 09:16:00,2761.02,0.15,36,313.0
13004,557042,2011-06-16 14:26:00,2776.82,0.15,36,15.8
13004,558073,2011-06-24 16:21:00,3148.58,0.17,36,371.76
13004,561857,2011-07-29 16:24:00,3457.02,0.19,36,308.44
13004,563567,2011-08-17 14:44:00,3785.09,0.2,36,328.07
13004,567954,2011-09-23 08:30:00,4125.3,0.22,36,340.21
13004,570108,2011-10-07 12:25:00,4592.5,0.25,36,467.2
13004,570144,2011-10-07 13:57:00,4609.0,0.25,36,16.5
13004,574368,2011-11-04 10:59:00,4993.93,0.27,36,384.93
13004,575939,2011-11-13 11:37:00,5310.47,0.29,36,316.54
13004,579100,2011-11-28 11:27:00,5655.91,0.31,36,345.44
13005,549283,2011-04-07 13:32:00,321.65,0.02,36,321.65
13005,557261,2011-06-19 10:53:00,513.7,0.03,36,192.05
13006,571226,2011-10-14 13:49:00,81.57,0.0,36,81.57
13008,541681,2011-01-20 14:24:00,229.47,0.01,36,229.47
13011,536823,2010-12-02 17:22:00,50.55,0.0,36,50.55
13012,544341,2011-02-18 09:43:00,377.27,0.02,36,377.27
13012,551733,2011-05-04 10:15:00,690.89,0.04,36,313.62
13012,552647,2011-05-10 13:33:00,707.39,0.04,36,16.5
13012,559934,2011-07-14 09:58:00,1012.31,0.05,36,304.92
13012,567909,2011-09-22 16:53:00,1205.84,0.07,36,193.53
13012,576867,2011-11-16 16:18:00,1491.14,0.08,36,285.3
13012,577361,2011-11-18 16:13:00,1506.14,0.08,36,15.0
13012,579674,2011-11-30 13:05:00,1661.84,0.09,36,155.7
13013,536946,2010-12-03 12:28:00,841.94,0.05,36,841.94
13013,536947,2010-12-03 12:29:00,1528.34,0.08,36,686.4
13013,548919,2011-04-05 10:18:00,2177.66,0.12,36,649.32
13013,552779,2011-05-11 12:13:00,2372.29,0.13,36,194.63
13013,559367,2011-07-08 09:38:00,2675.43,0.14,36,303.14
13013,561529,2011-07-28 09:19:00,2933.13,0.16,36,257.7
13013,562599,2011-08-08 10:01:00,3127.64,0.17,36,194.51
13013,564223,2011-08-24 09:46:00,3382.79,0.18,36,255.15
13013,565993,2011-09-08 11:46:00,3686.09,0.2,36,303.3
13013,569738,2011-10-06 10:48:00,3902.9,0.21,36,216.81
13013,574327,2011-11-04 09:03:00,4218.19,0.23,36,315.29
13013,577332,2011-11-18 14:25:00,4515.84,0.24,36,297.65
13013,581417,2011-12-08 15:01:00,4810.94,0.26,36,295.1
13014,545575,2011-03-03 18:28:00,515.38,0.03,36,515.38
13014,547324,2011-03-22 11:27:00,833.18,0.04,36,317.8
13014,551702,2011-05-03 14:16:00,1328.03,0.07,36,494.85
13014,557933,2011-06-23 15:07:00,1788.78,0.1,36,460.75
13014,563620,2011-08-18 10:06:00,2022.48,0.11,36,233.7
13014,568225,2011-09-26 10:35:00,2421.63,0.13,36,399.15
13014,574260,2011-11-03 13:58:00,2768.98,0.15,36,347.35
13014,574879,2011-11-07 13:22:00,2845.48,0.15,36,76.5
13014,577047,2011-11-17 13:48:00,3161.38,0.17,36,315.9
13014,579406,2011-11-29 12:27:00,3466.28,0.19,36,304.9
13015,548868,2011-04-04 14:28:00,556.77,0.03,36,556.77
13015,548872,2011-04-04 14:42:00,664.77,0.04,36,108.0
13015,549298,2011-04-08 08:20:00,979.37,0.05,36,314.6
13015,554836,2011-05-26 16:25:00,1763.04,0.1,36,783.67
13015,571433,2011-10-17 13:19:00,3346.28,0.18,36,1583.24
13016,562712,2011-08-08 15:00:00,425.25,0.02,36,425.25
13016,568539,2011-09-27 14:07:00,777.41,0.04,36,352.16
13016,568540,2011-09-27 14:08:00,789.89,0.04,36,12.48
13017,580331,2011-12-02 15:53:00,204.0,0.01,36,204.0
13018,544211,2011-02-17 11:05:00,331.2,0.02,36,331.2
13018,544904,2011-02-24 13:46:00,642.45,0.03,36,311.25
13018,547095,2011-03-21 09:03:00,975.05,0.05,36,332.6
13018,548920,2011-04-05 10:19:00,1468.5,0.08,36,493.45
13018,550341,2011-04-17 15:53:00,1833.86,0.1,36,365.36
13018,550342,2011-04-17 15:55:00,2225.53,0.12,36,391.67
13018,551199,2011-04-27 11:30:00,2598.97,0.14,36,373.44
13018,553063,2011-05-13 11:38:00,2910.27,0.16,36,311.3
13018,553064,2011-05-13 11:39:00,2961.67,0.16,36,51.4
13018,553235,2011-05-16 11:13:00,3307.09,0.18,36,345.42
13018,554929,2011-05-27 13:16:00,3673.96,0.2,36,366.87
13018,556571,2011-06-13 13:13:00,3852.9,0.21,36,178.94
13018,559455,2011-07-08 12:34:00,4104.8,0.22,36,251.9
13018,559456,2011-07-08 12:35:00,4122.2,0.22,36,17.4
13018,561871,2011-07-31 11:46:00,4499.49,0.24,36,377.29
13018,561872,2011-07-31 11:46:00,4536.89,0.24,36,37.4
13018,562783,2011-08-09 13:22:00,4788.85,0.26,36,251.96
13018,566006,2011-09-08 12:01:00,5075.71,0.27,36,286.86
13018,566862,2011-09-15 12:46:00,5323.78,0.29,36,248.07
13018,566863,2011-09-15 12:47:00,5396.08,0.29,36,72.3
13018,568665,2011-09-28 12:52:00,5678.17,0.31,36,282.09
13018,569868,2011-10-06 14:59:00,6090.34,0.33,36,412.17
13018,575202,2011-11-09 10:14:00,6450.04,0.35,36,359.7
13018,575203,2011-11-09 10:14:00,6493.0,0.35,36,42.96
13018,575986,2011-11-13 14:11:00,6733.05,0.36,36,240.05
13018,575987,2011-11-13 14:14:00,6762.87,0.36,36,29.82
13018,575988,2011-11-13 14:18:00,6871.17,0.37,36,108.3
13018,578265,2011-11-23 13:28:00,7277.7,0.39,36,406.53
13021,539094,2010-12-16 10:12:00,157.35,0.01,36,157.35
13021,547097,2011-03-21 09:33:00,416.7,0.02,36,259.35
13021,552273,2011-05-08 12:26:00,765.0,0.04,36,348.3
13021,558085,2011-06-26 11:53:00,1152.47,0.06,36,387.47
13021,569141,2011-09-30 15:02:00,1594.08,0.09,36,441.61
13021,569142,2011-09-30 15:03:00,1619.28,0.09,36,25.2
13021,573907,2011-11-01 15:17:00,1918.38,0.1,36,299.1
13021,576099,2011-11-14 10:28:00,2310.95,0.12,36,392.57
13021,580712,2011-12-05 16:37:00,2616.38,0.14,36,305.43
13023,562037,2011-08-02 09:34:00,336.4,0.02,36,336.4
13023,569904,2011-10-06 16:27:00,689.9,0.04,36,353.5
13026,546087,2011-03-09 11:35:00,84.36,0.0,36,84.36
13026,551562,2011-05-03 10:51:00,243.72,0.01,36,159.36
13026,565924,2011-09-08 10:01:00,604.2,0.03,36,360.48
13026,574943,2011-11-08 07:52:00,774.84,0.04,36,170.64
13026,581443,2011-12-08 16:58:00,975.36,0.05,36,200.52
13027,539578,2010-12-20 12:45:00,1440.0,0.08,36,1440.0
13027,546754,2011-03-16 13:13:00,1824.0,0.1,36,384.0
13027,550667,2011-04-20 09:48:00,3840.0,0.21,36,2016.0
13027,559048,2011-07-05 15:48:00,4608.0,0.25,36,768.0
13027,559255,2011-07-07 12:04:00,5376.0,0.29,36,768.0
13027,563616,2011-08-18 09:39:00,6912.0,0.37,36,1536.0
13028,572688,2011-10-25 14:09:00,355.94,0.02,36,355.94
13028,576931,2011-11-17 11:10:00,661.32,0.04,36,305.38
13029,539724,2010-12-21 13:53:00,382.5,0.02,36,382.5
13029,561032,2011-07-24 11:37:00,773.2,0.04,36,390.7
13029,575189,2011-11-09 09:13:00,1247.5,0.07,36,474.3
13030,537399,2010-12-06 14:31:00,427.74,0.02,36,427.74
13030,579171,2011-11-28 14:30:00,799.48,0.04,36,371.74
13032,566607,2011-09-13 16:40:00,496.3,0.03,36,496.3
13032,571710,2011-10-18 15:54:00,1010.18,0.05,36,513.88
13033,539422,2010-12-17 14:23:00,190.55,0.01,36,190.55
13034,537205,2010-12-05 14:52:00,165.86,0.01,36,165.86
13034,571273,2011-10-16 12:21:00,642.77,0.03,36,476.91
13035,547565,2011-03-24 09:21:00,333.0,0.02,36,333.0
13035,568378,2011-09-27 08:57:00,921.88,0.05,36,588.88
13037,547963,2011-03-28 15:42:00,250.42,0.01,36,250.42
13037,551857,2011-05-04 15:33:00,577.32,0.03,36,326.9
13037,561074,2011-07-24 15:46:00,881.07,0.05,36,303.75
13038,544643,2011-02-22 11:43:00,395.1,0.02,36,395.1
13038,556128,2011-06-09 10:31:00,591.76,0.03,36,196.66
13038,567506,2011-09-20 14:37:00,908.46,0.05,36,316.7
13040,574699,2011-11-06 13:53:00,303.25,0.02,36,303.25
13040,579943,2011-12-01 10:38:00,676.99,0.04,36,373.74
13043,546398,2011-03-11 14:52:00,516.42,0.03,36,516.42
13044,544591,2011-02-21 15:20:00,560.47,0.03,36,560.47
13045,565156,2011-09-01 15:04:00,305.28,0.02,36,305.28
13046,547021,2011-03-18 15:43:00,197.72,0.01,36,197.72
13046,575183,2011-11-09 08:36:00,629.31,0.03,36,431.59
13047,536367,2010-12-01 08:34:00,278.73,0.02,36,278.73
13047,536368,2010-12-01 08:34:00,348.78,0.02,36,70.05
13047,536369,2010-12-01 08:35:00,366.63,0.02,36,17.85
13047,543113,2011-02-03 13:06:00,825.53,0.04,36,458.9
13047,548331,2011-03-30 13:28:00,1252.68,0.07,36,427.15
13047,551846,2011-05-04 14:11:00,1671.68,0.09,36,419.0
13047,557299,2011-06-19 13:56:00,2234.08,0.12,36,562.4
13047,562437,2011-08-04 17:58:00,2682.01,0.14,36,447.93
13047,571185,2011-10-14 11:15:00,3232.59,0.17,36,550.58
13047,575043,2011-11-08 12:06:00,3237.54,0.17,36,4.95
13048,541256,2011-01-16 14:36:00,477.61,0.03,36,477.61
13048,550280,2011-04-15 13:31:00,939.92,0.05,36,462.31
13048,563661,2011-08-18 11:23:00,1375.05,0.07,36,435.13
13048,578809,2011-11-25 13:23:00,1835.91,0.1,36,460.86
13049,542133,2011-01-25 16:33:00,153.78,0.01,36,153.78
13049,569888,2011-10-06 15:31:00,656.68,0.04,36,502.9
13050,537672,2010-12-08 09:30:00,328.01,0.02,36,328.01
13050,538689,2010-12-14 09:52:00,628.93,0.03,36,300.92
13050,539259,2010-12-16 14:32:00,930.37,0.05,36,301.44
13050,539496,2010-12-20 10:38:00,1199.87,0.06,36,269.5
13050,541846,2011-01-23 12:43:00,1522.96,0.08,36,323.09
13050,543255,2011-02-04 15:43:00,1826.29,0.1,36,303.33
13050,543476,2011-02-08 15:24:00,2129.53,0.11,36,303.24
13050,547377,2011-03-22 14:43:00,2530.88,0.14,36,401.35
13050,553872,2011-05-19 14:35:00,2873.96,0.16,36,343.08
13050,555851,2011-06-07 13:37:00,3459.13,0.19,36,585.17
13050,560097,2011-07-14 17:40:00,3798.51,0.2,36,339.38
13050,562852,2011-08-10 10:12:00,4190.68,0.23,36,392.17
13050,564496,2011-08-25 14:21:00,4509.74,0.24,36,319.06
13050,571192,2011-10-14 11:55:00,4818.34,0.26,36,308.6
13050,572566,2011-10-25 10:17:00,5124.51,0.28,36,306.17
13050,577155,2011-11-18 09:56:00,5473.91,0.3,36,349.4
13050,578686,2011-11-25 09:18:00,5836.86,0.31,36,362.95
13052,552831,2011-05-11 14:12:00,348.15,0.02,36,348.15
13055,552530,2011-05-10 08:58:00,344.86,0.02,36,344.86
13055,567873,2011-09-22 14:25:00,1140.61,0.06,36,795.75
13055,567874,2011-09-22 14:26:00,1214.41,0.07,36,73.8
13058,559636,2011-07-11 12:01:00,47.55,0.0,36,47.55
13058,570832,2011-10-12 13:28:00,137.7,0.01,36,90.15
13058,576539,2011-11-15 12:43:00,271.4,0.01,36,133.7
13059,548734,2011-04-04 10:40:00,183.4,0.01,36,183.4
13060,548452,2011-03-31 11:37:00,307.53,0.02,36,307.53
13061,568713,2011-09-28 16:04:00,248.61,0.01,36,248.61
13062,555251,2011-06-01 15:12:00,346.98,0.02,36,346.98
13064,541252,2011-01-16 13:41:00,203.3,0.01,36,203.3
13064,559528,2011-07-10 11:34:00,659.25,0.04,36,455.95
13064,566422,2011-09-12 13:56:00,842.33,0.05,36,183.08
13064,578929,2011-11-27 12:31:00,1119.49,0.06,36,277.16
13065,536590,2010-12-01 16:52:00,205.86,0.01,36,205.86
13066,574936,2011-11-07 17:06:00,151.81,0.01,36,151.81
13066,576554,2011-11-15 12:57:00,470.8,0.03,36,318.99
13067,567175,2011-09-18 13:38:00,115.46,0.01,36,115.46
13068,541865,2011-01-24 08:20:00,165.0,0.01,36,165.0
13068,579469,2011-11-29 15:00:00,344.0,0.02,36,179.0
13069,537047,2010-12-05 11:02:00,326.6,0.02,36,326.6
13069,537048,2010-12-05 11:03:00,332.5,0.02,36,5.9
13069,538558,2010-12-13 10:58:00,642.22,0.03,36,309.72
13069,538565,2010-12-13 11:11:00,644.12,0.03,36,1.9
13069,540523,2011-01-09 12:51:00,985.06,0.05,36,340.94
13069,543264,2011-02-04 16:34:00,1240.09,0.07,36,255.03
13069,547664,2011-03-24 13:16:00,1514.07,0.08,36,273.98
13069,550149,2011-04-14 14:37:00,1844.41,0.1,36,330.34
13069,550154,2011-04-14 14:45:00,1947.66,0.11,36,103.25
13069,550480,2011-04-18 14:05:00,2139.92,0.12,36,192.26
13069,552271,2011-05-08 12:00:00,2290.27,0.12,36,150.35
13069,552859,2011-05-11 16:10:00,2413.79,0.13,36,123.52
13069,554635,2011-05-25 11:45:00,2531.54,0.14,36,117.75
13069,555259,2011-06-01 15:31:00,2622.14,0.14,36,90.6
13069,555412,2011-06-03 09:46:00,2683.44,0.14,36,61.3
13069,556478,2011-06-12 12:34:00,2909.93,0.16,36,226.49
13069,559783,2011-07-12 12:02:00,3211.97,0.17,36,302.04
13069,562431,2011-08-04 17:37:00,3259.26,0.18,36,47.29
13069,563155,2011-08-12 11:48:00,3397.94,0.18,36,138.68
13069,565122,2011-09-01 11:48:00,3874.7,0.21,36,476.76
13069,571434,2011-10-17 13:22:00,3985.23,0.22,36,110.53
13069,571437,2011-10-17 13:23:00,3999.79,0.22,36,14.56
13069,578836,2011-11-25 15:47:00,4155.88,0.22,36,156.09
13069,581475,2011-12-09 08:39:00,4436.12,0.24,36,280.24
13070,555101,2011-05-31 13:45:00,228.8,0.01,36,228.8
13072,546914,2011-03-18 08:12:00,177.15,0.01,36,177.15
13075,562042,2011-08-02 10:19:00,919.61,0.05,36,919.61
13077,537837,2010-12-08 14:59:00,313.72,0.02,36,313.72
13077,544678,2011-02-22 16:15:00,567.84,0.03,36,254.12
13077,544680,2011-02-22 16:19:00,577.44,0.03,36,9.6
13077,581467,2011-12-08 19:24:00,729.27,0.04,36,151.83
13078,537670,2010-12-08 09:07:00,514.39,0.03,36,514.39
13078,538900,2010-12-15 09:51:00,881.16,0.05,36,366.77
13078,540795,2011-01-11 12:00:00,1236.96,0.07,36,355.8
13078,542372,2011-01-27 13:37:00,1645.74,0.09,36,408.78
13078,544169,2011-02-16 13:44:00,1994.31,0.11,36,348.57
13078,546118,2011-03-09 14:14:00,2840.76,0.15,36,846.45
13078,548255,2011-03-30 10:46:00,3223.83,0.17,36,383.07
13078,549448,2011-04-08 14:07:00,3530.01,0.19,36,306.18
13078,551332,2011-04-27 16:23:00,3980.46,0.21,36,450.45
13078,554181,2011-05-23 12:09:00,4467.16,0.24,36,486.7
13078,556490,2011-06-12 14:08:00,4769.4,0.26,36,302.24
13078,558435,2011-06-29 12:37:00,5243.58,0.28,36,474.18
13078,560927,2011-07-22 09:55:00,5816.51,0.31,36,572.93
13078,563348,2011-08-15 13:48:00,6251.25,0.34,36,434.74
13078,564375,2011-08-25 10:16:00,6917.15,0.37,36,665.9
13078,566708,2011-09-14 11:55:00,7654.95,0.41,36,737.8
13078,567166,2011-09-18 12:15:00,8412.65,0.45,36,757.7
13078,569768,2011-10-06 11:27:00,9071.73,0.49,36,659.08
13078,569769,2011-10-06 11:28:00,9172.53,0.49,36,100.8
13078,570852,2011-10-12 14:48:00,9506.13,0.51,36,333.6
13078,571917,2011-10-19 15:46:00,9824.93,0.53,36,318.8
