CustomerID,Frequency,Recency,MonetaryValue,AverageOrderValue,TotalQuantity,Customer_Status
13171,3,22,468.41,156.14,229,Inactive
13173,2,4,353.65,176.82,277,New
13174,3,16,2817.03,939.01,1395,New
13176,1,46,492.84,492.84,453,Inactive
13177,1,65,282.45,282.45,91,Inactive
13178,11,26,5725.47,520.5,3570,Risk
13182,1,45,121.18,121.18,201,Inactive
13183,9,8,3957.78,439.75,2208,VIP
13184,10,15,1701.29,170.13,1692,Loyal
13185,1,268,71.4,71.4,12,Inactive
13186,3,40,1575.89,525.3,820,Inactive
13187,1,337,236.02,236.02,95,Inactive
13188,1,11,114.6,114.6,25,New
13189,2,19,260.68,130.34,842,Inactive
13192,2,95,911.94,455.97,595,Inactive
13193,1,61,117.88,117.88,50,Inactive
13194,1,136,60.7,60.7,26,Inactive
13196,4,11,1797.78,449.44,1224,New
13198,6,10,3401.24,566.87,2648,VIP
13199,38,4,9817.12,258.35,6176,Loyal
13200,4,19,870.09,217.52,516,Inactive
13203,4,10,869.46,217.36,800,New
13207,2,15,250.26,125.13,130,New
13208,6,59,1223.9,203.98,804,Risk
13209,8,30,5891.61,736.45,4253,Risk
13210,1,94,353.48,353.48,316,Inactive
13211,3,10,1197.42,399.14,874,New
13212,3,20,788.08,262.69,310,Inactive
13213,5,57,1520.58,304.12,1360,Risk
13216,1,268,333.74,333.74,297,Inactive
13217,2,122,137.02,68.51,118,Inactive
13218,1,127,62.64,62.64,88,Inactive
13220,4,78,819.29,204.82,196,Inactive
13221,2,240,847.41,423.71,244,Inactive
13223,2,200,163.2,81.6,88,Inactive
13224,2,60,2155.95,1077.97,1518,Inactive
13225,7,3,6463.84,923.41,3416,VIP
13226,1,273,108.21,108.21,80,Inactive
13227,1,202,257.7,257.7,99,Inactive
13228,1,81,358.0,358.0,200,Inactive
13229,1,226,160.95,160.95,63,Inactive
13230,14,4,2806.97,200.5,1665,Loyal
13232,7,13,1357.6,193.94,778,Loyal
13233,2,74,605.12,302.56,1004,Inactive
13235,1,212,1031.07,1031.07,441,Inactive
13236,2,25,744.85,372.42,416,Inactive
13238,4,17,700.73,175.18,298,New
13239,1,262,329.56,329.56,327,Inactive
13240,4,96,663.65,165.91,298,Inactive
13242,3,112,270.4,90.13,130,Inactive
13243,1,203,600.07,600.07,233,Inactive
13244,1,93,121.74,121.74,38,Inactive
13245,1,51,430.5,430.5,125,Inactive
13246,6,18,1987.3,331.22,1602,Loyal
13247,4,18,501.12,125.28,328,New
13248,2,125,465.68,232.84,305,Inactive
13249,3,92,711.41,237.14,546,Inactive
13253,2,157,1030.4,515.2,1572,Inactive
13255,2,9,399.51,199.76,177,New
13258,3,12,698.58,232.86,287,New
13259,1,62,292.32,292.32,132,Inactive
13260,1,61,557.62,557.62,142,Inactive
13261,2,269,944.1,472.05,210,Inactive
13262,1,263,200.29,200.29,125,Inactive
13263,35,1,7454.07,212.97,4780,Loyal
13265,5,53,2107.66,421.53,1752,Risk
13266,12,11,3834.26,319.52,4428,Loyal
13267,19,3,4521.49,237.97,1969,Loyal
13268,11,18,3214.69,292.24,3658,Loyal
13269,15,1,5346.23,356.42,3514,Loyal
13270,1,366,590.0,590.0,200,Inactive
13271,1,37,217.38,217.38,253,Inactive
13272,2,31,276.56,138.28,96,Inactive
13273,1,113,138.98,138.98,153,Inactive
13276,2,64,590.93,295.47,161,Inactive
13277,4,16,258.4,64.6,176,New
13278,1,41,542.73,542.73,537,Inactive
13279,1,78,137.75,137.75,73,Inactive
13280,3,122,814.86,271.62,522,Inactive
13282,3,18,1132.14,377.38,307,New
13283,2,60,93.66,46.83,90,Inactive
13284,1,331,201.19,201.19,91,Inactive
13285,4,23,2709.12,677.28,2051,Inactive
13291,1,156,361.11,361.11,233,Inactive
13292,2,39,578.94,289.47,347,Inactive
13294,2,190,873.74,436.87,453,Inactive
13295,1,360,201.2,201.2,82,Inactive
13296,1,137,87.4,87.4,78,Inactive
13297,4,8,2089.85,522.46,963,New
13298,1,1,360.0,360.0,96,New
13299,1,268,142.5,142.5,30,Inactive
13300,1,169,371.89,371.89,203,Inactive
13301,4,104,618.09,154.52,345,Inactive
13302,1,155,63.75,63.75,5,Inactive
13304,1,351,300.42,300.42,238,Inactive
13305,10,4,2000.86,200.09,1232,Loyal
13307,1,120,15.0,15.0,4,Inactive
13308,3,23,1385.51,461.84,843,Inactive
13309,5,7,1456.79,291.36,1544,Loyal
13310,3,28,1132.03,377.34,587,Inactive
13311,2,4,598.57,299.29,305,New
13313,5,22,1555.32,311.06,851,Risk
13314,3,2,775.94,258.65,560,New
13316,4,37,5977.73,1494.43,6948,Inactive
13317,6,66,2273.68,378.95,1035,Risk
13318,3,1,640.76,213.59,304,New
13319,26,5,10845.55,417.14,4724,Loyal
13320,4,78,1548.7,387.18,1096,Inactive
13321,2,72,567.36,283.68,372,Inactive
13322,1,17,199.48,199.48,117,New
13323,5,3,787.85,157.57,175,Loyal
13324,10,36,7121.95,712.2,5205,Risk
13325,1,82,675.3,675.3,240,Inactive
13327,8,39,3627.77,453.47,1600,Risk
13328,1,316,1308.48,1308.48,680,Inactive
13329,2,32,789.0,394.5,463,Inactive
13330,3,93,1140.93,380.31,751,Inactive
13332,1,14,350.9,350.9,179,New
13334,3,82,3536.82,1178.94,1774,Inactive
13336,1,77,795.12,795.12,559,Inactive
13338,1,158,487.02,487.02,256,Inactive
13339,1,201,860.12,860.12,326,Inactive
13340,7,45,10736.48,1533.78,5770,Risk
13341,1,261,775.85,775.85,301,Inactive
13343,1,178,353.43,353.43,135,Inactive
13344,3,68,2543.72,847.91,971,Inactive
13345,1,288,389.5,389.5,141,Inactive
13347,1,70,341.36,341.36,205,Inactive
13348,1,64,233.76,233.76,136,Inactive
13349,1,11,247.32,247.32,225,New
13350,2,16,979.12,489.56,287,New
13351,1,66,373.94,373.94,117,Inactive
13352,1,60,397.98,397.98,321,Inactive
13354,1,71,743.53,743.53,604,Inactive
13355,1,122,674.7,674.7,314,Inactive
13356,1,80,768.24,768.24,325,Inactive
13357,1,257,609.95,609.95,322,Inactive
13358,1,269,439.03,439.03,285,Inactive
13359,1,64,439.56,439.56,161,Inactive
13362,4,9,3090.74,772.68,1382,New
13363,2,18,992.5,496.25,710,New
13365,2,34,2225.37,1112.68,1247,Inactive
13366,1,50,56.16,56.16,144,Inactive
13368,2,257,623.4,311.7,327,Inactive
13369,1,366,308.28,308.28,149,Inactive
13370,1,372,754.87,754.87,343,Inactive
13372,1,90,378.64,378.64,159,Inactive
13373,3,61,3312.25,1104.08,1651,Inactive
13375,1,89,778.65,778.65,442,Inactive
13376,3,99,1019.76,339.92,493,Inactive
13379,3,26,572.56,190.85,601,Inactive
13381,6,32,3639.31,606.55,2029,Risk
13382,1,281,222.99,222.99,131,Inactive
13384,7,31,4151.93,593.13,2422,Risk
13385,1,330,534.57,534.57,281,Inactive
13388,2,131,677.1,338.55,282,Inactive
13389,3,11,797.96,265.99,429,New
13390,1,75,544.08,544.08,224,Inactive
13391,1,204,59.8,59.8,4,Inactive
13394,8,2,2520.02,315.0,2392,Loyal
13395,1,185,307.72,307.72,336,Inactive
13396,2,29,1360.99,680.5,600,Inactive
13397,5,73,1544.13,308.83,430,Risk
13398,1,192,457.34,457.34,281,Inactive
13402,2,127,621.23,310.62,479,Inactive
13403,1,18,75.0,75.0,44,New
13404,2,1,252.49,126.24,111,New
13405,3,74,572.45,190.82,165,Inactive
13408,62,2,28117.04,453.5,16232,VIP
13410,5,24,1003.06,200.61,518,Risk
13411,1,107,213.55,213.55,72,Inactive
13414,3,134,1390.5,463.5,1574,Inactive
13416,2,44,712.5,356.25,142,Inactive
13417,2,5,640.83,320.41,162,New
13418,18,12,6127.43,340.41,3918,Loyal
13419,1,64,221.06,221.06,275,Inactive
13420,2,150,159.85,79.92,101,Inactive
13421,2,40,1851.08,925.54,1181,Inactive
13422,1,64,2626.3,2626.3,1326,Inactive
13425,3,108,1624.21,541.4,1123,Inactive
13426,10,1,3641.32,364.13,2245,Loyal
13427,3,19,582.6,194.2,545,Inactive
13428,1,10,218.47,218.47,156,New
13429,4,11,1006.8,251.7,1390,New
13430,2,19,679.45,339.72,751,Inactive
13431,2,67,1269.1,634.55,672,Inactive
13434,2,74,534.24,267.12,300,Inactive
13435,7,5,3809.89,544.27,2129,VIP
13436,1,2,196.89,196.89,76,New
13437,7,14,3408.06,486.87,1283,VIP
13439,1,255,283.71,283.71,242,Inactive
13441,1,92,296.64,296.64,204,Inactive
13447,3,23,1129.14,376.38,584,Inactive
13448,6,17,3539.37,589.9,1660,VIP
13449,1,24,291.88,291.88,222,Inactive
13450,6,27,2043.72,340.62,1982,Risk
13451,5,26,2976.15,595.23,2149,Risk
13452,2,259,590.0,295.0,2,Inactive
13453,2,166,356.98,178.49,134,Inactive
13455,2,25,1058.34,529.17,354,Inactive
13456,6,18,1766.72,294.45,765,Loyal
13458,14,7,9646.57,689.04,5508,VIP
13460,2,29,183.44,91.72,286,Inactive
13461,3,39,1445.0,481.67,1170,Inactive
13462,1,253,151.5,151.5,62,Inactive
13464,1,58,674.68,674.68,403,Inactive
13466,1,184,307.9,307.9,259,Inactive
13467,2,11,1083.71,541.86,584,New
13468,37,2,5704.97,154.19,2589,Loyal
13470,2,99,165.0,82.5,100,Inactive
13471,4,1,2531.58,632.9,1590,New
13473,2,61,422.64,211.32,266,Inactive
13474,1,236,229.59,229.59,132,Inactive
13475,4,191,1431.78,357.94,1012,Inactive
13476,2,179,1238.47,619.24,417,Inactive
13477,6,38,1454.58,242.43,1021,Risk
13479,2,201,300.95,150.48,134,Inactive
13481,4,46,1789.56,447.39,1130,Inactive
13482,1,232,184.64,184.64,116,Inactive
13483,1,66,140.34,140.34,160,Inactive
13484,1,241,313.8,313.8,44,Inactive
13485,1,233,454.24,454.24,277,Inactive
13486,3,78,1122.41,374.14,669,Inactive
13487,3,58,575.4,191.8,265,Inactive
13488,13,17,8968.31,689.87,4518,VIP
13489,4,105,449.52,112.38,560,Inactive
13491,10,52,1215.82,121.58,903,Risk
13492,3,136,1269.84,423.28,408,Inactive
13493,2,275,618.63,309.32,380,Inactive
13494,1,312,316.26,316.26,162,Inactive
13495,5,8,2044.87,408.97,829,Loyal
13496,2,11,653.33,326.66,341,New
13497,2,283,348.05,174.02,163,Inactive
13499,5,18,1159.11,231.82,1365,Loyal
13500,3,23,1166.77,388.92,609,Inactive
13501,1,288,1340.32,1340.32,560,Inactive
13502,3,17,292.0,97.33,264,New
13503,1,71,216.85,216.85,248,Inactive
13504,1,64,295.93,295.93,178,Inactive
13505,4,73,4393.63,1098.41,2486,Inactive
13506,2,316,458.52,229.26,324,Inactive
13507,4,3,2479.16,619.79,1597,New
13508,1,244,110.97,110.97,24,Inactive
13509,7,9,979.72,139.96,1106,Loyal
13510,4,1,1791.56,447.89,1386,New
13512,1,261,251.21,251.21,143,Inactive
13513,1,127,205.1,205.1,109,Inactive
13514,1,74,152.2,152.2,40,Inactive
13515,4,73,891.12,222.78,681,Inactive
13516,3,21,1389.41,463.14,985,Inactive
13517,3,60,2128.42,709.47,1369,Inactive
13518,1,86,659.44,659.44,392,Inactive
13519,1,78,122.75,122.75,23,Inactive
13520,6,59,3624.35,604.06,1649,Risk
13521,3,1,1093.65,364.55,736,New
13522,1,30,125.8,125.8,44,Inactive
13523,5,33,3964.88,792.98,1752,Risk
13524,5,41,680.18,136.04,324,Risk
13525,2,15,628.78,314.39,394,New
13527,7,34,2287.51,326.79,1692,Risk
13529,2,79,307.76,153.88,74,Inactive
13531,2,205,483.8,241.9,174,Inactive
13532,1,34,210.31,210.31,129,Inactive
13533,3,183,270.79,90.26,204,Inactive
13534,25,2,5870.08,234.8,2961,Loyal
13536,7,1,3448.29,492.61,2136,VIP
13538,7,43,1280.85,182.98,175,Risk
13539,3,86,631.34,210.45,320,Inactive
13544,2,40,291.41,145.7,127,Inactive
13546,3,12,626.99,209.0,359,New
13548,2,96,682.41,341.2,441,Inactive
13549,7,26,918.2,131.17,458,Risk
13551,1,319,91.8,91.8,12,Inactive
13552,12,66,3740.07,311.67,1417,Risk
13555,4,74,4149.28,1037.32,2660,Inactive
13557,2,28,584.06,292.03,546,Inactive
13558,4,6,605.06,151.26,344,New
13560,1,7,174.37,174.37,64,New
13561,1,216,141.86,141.86,83,Inactive
13562,3,82,1799.33,599.78,757,Inactive
13563,2,84,777.53,388.76,209,Inactive
13564,3,144,1749.02,583.01,661,Inactive
13565,2,19,240.22,120.11,172,Inactive
13566,2,41,874.71,437.36,575,Inactive
13568,1,173,192.85,192.85,70,Inactive
13569,2,17,373.75,186.88,164,New
13570,1,243,239.49,239.49,161,Inactive
13571,12,13,2092.32,174.36,1759,Loyal
13572,1,206,1384.25,1384.25,534,Inactive
13573,2,50,294.4,147.2,303,Inactive
13575,5,23,732.07,146.41,449,Risk
13576,18,10,6717.34,373.19,2646,Loyal
13577,4,25,1687.6,421.9,791,Inactive
13579,2,15,467.04,233.52,176,New
13581,1,309,118.0,118.0,30,Inactive
13583,1,156,781.03,781.03,725,Inactive
13584,1,307,142.4,142.4,37,Inactive
13587,1,64,712.4,712.4,180,Inactive
13588,9,16,2478.95,275.44,2606,Loyal
13589,2,15,379.65,189.82,114,New
13590,6,11,1981.92,330.32,1848,Loyal
13591,3,65,1117.13,372.38,485,Inactive
13592,4,36,247.96,61.99,84,Inactive
13593,5,108,2037.08,407.42,731,Risk
13594,1,53,396.97,396.97,359,Inactive
13596,2,6,697.04,348.52,406,New
13598,1,47,180.17,180.17,58,Inactive
13599,21,1,5153.67,245.41,3294,Loyal
13600,1,312,219.52,219.52,324,Inactive
13601,2,45,693.32,346.66,548,Inactive
13602,1,65,428.89,428.89,267,Inactive
13603,1,26,164.34,164.34,164,Inactive
13606,3,29,280.54,93.51,279,Inactive
13607,1,40,678.01,678.01,290,Inactive
13610,7,12,1131.88,161.7,516,Loyal
13611,3,89,1171.8,390.6,766,Inactive
13614,4,24,1610.46,402.62,570,Inactive
13615,1,319,417.69,417.69,189,Inactive
13617,3,40,544.18,181.39,300,Inactive
13618,1,174,177.34,177.34,246,Inactive
13621,1,117,213.85,213.85,343,Inactive
13623,5,31,747.78,149.56,294,Risk
13626,1,253,257.23,257.23,209,Inactive
13627,5,59,1638.47,327.69,1269,Risk
13629,11,23,7792.36,708.4,4372,Risk
13630,7,5,2031.78,290.25,1391,Loyal
13631,11,100,3070.42,279.13,467,Risk
13632,5,25,2121.27,424.25,1037,Risk
13634,5,33,1575.16,315.03,704,Risk
13635,1,68,1071.03,1071.03,677,Inactive
13636,5,37,949.12,189.82,592,Risk
13637,3,52,810.5,270.17,409,Inactive
13638,1,16,122.64,122.64,93,New
13639,1,74,1033.34,1033.34,800,Inactive
13642,1,216,354.8,354.8,173,Inactive
13643,3,31,519.44,173.15,273,Inactive
13644,4,16,2624.26,656.06,2067,New
13645,1,120,252.1,252.1,158,Inactive
13647,4,10,1678.12,419.53,895,New
13649,2,257,346.6,173.3,139,Inactive
13650,6,17,1836.34,306.06,922,Loyal
13651,2,35,94.2,47.1,33,Inactive
13652,3,46,1095.08,365.03,578,Inactive
13654,6,43,2707.33,451.22,2182,Risk
13655,2,114,932.97,466.48,605,Inactive
13656,2,165,379.65,189.82,490,Inactive
13657,2,11,382.14,191.07,209,New
13658,5,10,2639.17,527.83,1019,VIP
13659,2,206,1573.2,786.6,894,Inactive
13662,3,86,897.76,299.25,543,Inactive
13663,1,179,189.47,189.47,91,Inactive
13666,3,60,84.65,28.22,41,Inactive
13667,1,149,305.02,305.02,154,Inactive
13668,21,3,6363.59,303.03,3742,Loyal
13669,2,51,218.55,109.28,237,Inactive
13670,1,75,349.7,349.7,282,Inactive
13672,2,301,186.39,93.2,57,Inactive
13673,2,19,396.92,198.46,119,Inactive
13675,2,151,486.82,243.41,330,Inactive
13678,1,152,232.6,232.6,924,Inactive
13680,3,1,2202.31,734.1,1267,New
13681,4,18,827.83,206.96,360,New
13682,1,187,59.5,59.5,10,Inactive
13684,1,286,67.23,67.23,39,Inactive
13685,7,3,3119.44,445.63,5056,VIP
13686,1,183,72.0,72.0,70,Inactive
13689,1,63,910.0,910.0,512,Inactive
13690,1,59,172.25,172.25,67,Inactive
13692,3,25,1488.32,496.11,1226,Inactive
13694,50,4,65039.62,1300.79,63312,VIP
13695,15,31,2504.13,166.94,1603,Risk
13697,1,39,151.3,151.3,177,Inactive
13699,1,155,308.58,308.58,66,Inactive
13700,10,26,2265.12,226.51,2304,Risk
13703,1,318,99.5,99.5,10,Inactive
13704,9,5,2308.06,256.45,1531,Loyal
13705,3,8,711.86,237.29,363,New
13706,1,303,330.79,330.79,189,Inactive
13707,2,267,806.41,403.2,351,Inactive
13708,1,271,296.88,296.88,306,Inactive
13709,13,4,6328.05,486.77,3516,VIP
13710,1,32,180.48,180.48,176,Inactive
13711,2,219,252.06,126.03,140,Inactive
13712,1,247,228.84,228.84,352,Inactive
13715,5,281,1079.34,215.87,563,Risk
13716,1,269,138.28,138.28,138,Inactive
13717,6,32,1445.01,240.84,1959,Risk
13718,2,246,306.55,153.28,173,Inactive
13719,5,15,1041.68,208.34,609,Loyal
13720,4,117,799.9,199.98,501,Inactive
13721,1,36,524.14,524.14,316,Inactive
13722,3,132,2375.41,791.8,1401,Inactive
13723,1,217,199.85,199.85,43,Inactive
13725,8,50,1980.56,247.57,806,Risk
13726,2,39,1079.66,539.83,1054,Inactive
13727,2,29,333.48,166.74,162,Inactive
13728,6,37,1016.14,169.36,458,Risk
13730,2,136,752.6,376.3,488,Inactive
13731,2,219,610.59,305.3,278,Inactive
13732,1,28,491.86,491.86,498,Inactive
13735,4,25,2885.24,721.31,1130,Inactive
13736,2,5,731.9,365.95,497,New
13737,1,200,339.6,339.6,125,Inactive
13739,1,18,216.9,216.9,54,New
13740,1,241,350.75,350.75,425,Inactive
13741,3,72,668.43,222.81,218,Inactive
13742,12,17,3131.02,260.92,1124,Loyal
13743,7,3,1341.6,191.66,1776,Loyal
13744,2,95,1156.36,578.18,1249,Inactive
13745,1,162,300.04,300.04,496,Inactive
13747,1,374,79.6,79.6,8,Inactive
13748,5,96,948.25,189.65,439,Risk
13750,5,54,1647.26,329.45,516,Risk
13751,1,288,296.25,296.25,152,Inactive
13752,6,124,1186.28,197.71,876,Risk
13753,1,288,741.26,741.26,512,Inactive
13754,2,152,282.6,141.3,214,Inactive
13755,9,4,2161.35,240.15,1264,Loyal
13756,14,2,5189.52,370.68,3188,Loyal
13758,7,12,3190.55,455.79,1844,VIP
13759,2,33,659.41,329.71,287,Inactive
13760,2,54,286.79,143.4,197,Inactive
13761,2,50,1070.65,535.33,642,Inactive
13763,1,63,1714.96,1714.96,728,Inactive
13764,3,71,1521.76,507.25,932,Inactive
13767,37,2,17220.36,465.42,7322,VIP
13769,10,2,2796.51,279.65,1163,Loyal
13771,4,64,2634.45,658.61,1477,Inactive
13772,3,34,1132.13,377.38,546,Inactive
13774,1,82,345.0,345.0,192,Inactive
13777,33,1,25977.16,787.19,12897,VIP
13778,1,103,178.7,178.7,70,Inactive
13780,2,7,360.01,180.01,318,New
13781,1,251,127.84,127.84,30,Inactive
13782,6,13,912.0,152.0,371,Loyal
13784,11,10,2462.79,223.89,2493,Loyal
13786,1,367,230.4,230.4,136,Inactive
13787,2,76,309.04,154.52,337,Inactive
13790,1,4,348.8,348.8,748,New
13791,2,128,1516.0,758.0,1200,Inactive
13792,2,66,195.55,97.78,92,Inactive
13798,57,1,37153.85,651.82,23948,VIP
13799,2,117,688.86,344.43,402,Inactive
13800,1,310,558.32,558.32,331,Inactive
13801,1,67,324.8,324.8,168,Inactive
13802,3,139,4599.42,1533.14,2572,Inactive
13803,1,255,277.07,277.07,121,Inactive
13804,7,31,2635.79,376.54,1498,Risk
13805,2,52,924.6,462.3,1900,Inactive
13806,1,64,256.38,256.38,56,Inactive
13807,1,367,112.6,112.6,36,Inactive
13808,5,6,1747.66,349.53,782,Loyal
13809,1,305,155.05,155.05,29,Inactive
13810,3,29,1499.01,499.67,312,Inactive
13811,2,184,591.75,295.88,67,Inactive
13812,3,42,539.0,179.67,333,Inactive
13813,4,40,1366.86,341.72,552,Inactive
13814,2,92,1579.12,789.56,864,Inactive
13815,4,22,4027.36,1006.84,2560,Inactive
13816,2,24,571.67,285.84,269,Inactive
13817,2,29,382.98,191.49,211,Inactive
13819,3,302,1140.35,380.12,1109,Inactive
13821,2,145,385.64,192.82,153,Inactive
13822,2,6,632.0,316.0,611,New
13823,2,19,957.66,478.83,439,Inactive
13824,5,33,1698.94,339.79,768,Risk
13826,1,176,189.5,189.5,82,Inactive
13827,3,58,412.05,137.35,141,Inactive
13828,1,22,209.49,209.49,311,Inactive
13831,6,16,2202.99,367.16,745,Loyal
13832,1,19,52.2,52.2,28,Inactive
13833,1,159,384.8,384.8,118,Inactive
13835,4,25,834.57,208.64,442,Inactive
13837,2,212,271.24,135.62,183,Inactive
13838,4,6,691.73,172.93,263,New
13841,1,253,85.0,85.0,100,Inactive
13842,9,59,3385.62,376.18,1768,Risk
13844,1,11,361.62,361.62,196,New
13845,1,65,312.98,312.98,182,Inactive
13846,3,25,865.06,288.35,388,Inactive
13848,3,92,1255.0,418.33,3700,Inactive
13849,2,52,1537.95,768.97,1016,Inactive
13850,1,129,1595.48,1595.48,944,Inactive
13851,3,96,2651.46,883.82,1705,Inactive
13853,1,57,1090.14,1090.14,312,Inactive
13854,25,9,8109.52,324.38,2296,Loyal
13856,3,169,388.5,129.5,494,Inactive
13858,1,57,216.17,216.17,75,Inactive
13859,1,326,201.16,201.16,129,Inactive
13860,5,1,1245.9,249.18,591,Loyal
13862,8,18,2209.36,276.17,1688,Loyal
13863,1,248,305.78,305.78,224,Inactive
13865,4,58,501.56,125.39,204,Inactive
13866,1,74,145.67,145.67,57,Inactive
13867,3,31,1015.29,338.43,513,Inactive
13868,2,7,3192.54,1596.27,1964,New
13869,4,123,3104.95,776.24,1721,Inactive
13870,8,2,2770.94,346.37,1325,Loyal
13871,13,23,6403.25,492.56,2806,Risk
13873,3,120,389.6,129.87,140,Inactive
13874,1,358,540.45,540.45,180,Inactive
13875,5,54,1786.79,357.36,1316,Risk
13876,1,64,122.7,122.7,36,Inactive
13877,1,86,117.24,117.24,108,Inactive
13878,1,55,1281.53,1281.53,475,Inactive
13880,13,21,3219.77,247.67,1842,Risk
13881,20,4,17159.52,857.98,10118,VIP
13882,5,3,1191.13,238.23,953,Loyal
13883,5,11,2674.48,534.9,1436,VIP
13884,5,7,787.6,157.52,300,Loyal
13885,2,189,506.8,253.4,182,Inactive
13886,1,71,243.56,243.56,126,Inactive
13887,1,204,349.55,349.55,147,Inactive
13888,2,120,605.63,302.82,258,Inactive
13889,1,93,416.9,416.9,146,Inactive
13890,10,1,1883.81,188.38,831,Loyal
13892,4,27,632.97,158.24,983,Inactive
13893,1,298,821.1,821.1,190,Inactive
13894,3,24,564.62,188.21,354,Inactive
13895,4,28,2593.07,648.27,1365,Inactive
13897,1,50,311.16,311.16,200,Inactive
13898,1,326,155.93,155.93,133,Inactive
13899,2,16,388.52,194.26,156,New
13900,3,183,740.95,246.98,430,Inactive
13901,5,72,2867.2,573.44,1739,Risk
13904,2,37,332.64,166.32,332,Inactive
13908,4,80,2369.55,592.39,1478,Inactive
13911,9,57,2580.91,286.77,2731,Risk
13914,2,12,626.45,313.23,380,New
13917,2,50,272.04,136.02,228,Inactive
13918,2,50,1212.84,606.42,1140,Inactive
13919,2,59,384.81,192.4,474,Inactive
13922,1,352,172.25,172.25,93,Inactive
13923,1,54,351.13,351.13,185,Inactive
13924,6,2,1838.85,306.47,1575,Loyal
13925,4,93,678.25,169.56,331,Inactive
13926,1,23,223.85,223.85,104,Inactive
13927,1,75,348.99,348.99,214,Inactive
13928,4,11,464.57,116.14,129,New
13929,2,169,842.65,421.32,143,Inactive
13930,2,58,337.34,168.67,274,Inactive
13931,2,96,1237.53,618.77,725,Inactive
13932,1,295,307.4,307.4,72,Inactive
13933,2,109,608.79,304.4,205,Inactive
13934,1,264,922.1,922.1,390,Inactive
13936,1,180,376.58,376.58,330,Inactive
13937,1,169,158.85,158.85,123,Inactive
13938,1,35,71.66,71.66,70,Inactive
13939,3,23,568.55,189.52,847,Inactive
13940,4,17,839.14,209.78,516,New
13941,5,22,5112.96,1022.59,2364,Risk
13946,3,79,561.57,187.19,443,Inactive
13947,1,65,90.6,90.6,44,Inactive
13948,1,361,102.0,102.0,40,Inactive
13949,6,3,2427.32,404.55,2474,Loyal
13950,4,11,745.06,186.26,323,New
13951,3,176,674.45,224.82,459,Inactive
13952,2,218,3251.07,1625.54,1431,Inactive
13953,7,7,3515.68,502.24,2724,VIP
13954,2,2,439.92,219.96,150,New
13955,2,154,322.96,161.48,154,Inactive
13956,5,5,1026.42,205.28,491,Loyal
13959,3,79,598.2,199.4,357,Inactive
13960,2,21,230.22,115.11,142,Inactive
13962,2,22,169.55,84.78,87,Inactive
13963,4,308,664.54,166.14,460,Inactive
13967,1,146,80.7,80.7,42,Inactive
13969,18,7,9053.94,503.0,4542,VIP
13971,8,19,2758.26,344.78,1844,Risk
13972,2,71,190.25,95.12,187,Inactive
13973,1,287,264.7,264.7,109,Inactive
13974,1,49,413.59,413.59,249,Inactive
13975,6,31,2526.28,421.05,1732,Risk
13976,1,207,357.98,357.98,154,Inactive
13978,2,15,196.79,98.4,315,New
13979,1,73,869.87,869.87,639,Inactive
13980,1,60,200.14,200.14,172,Inactive
13982,4,39,1871.81,467.95,1136,Inactive
13983,12,30,2603.43,216.95,1183,Risk
13984,4,27,488.03,122.01,271,Inactive
13985,15,4,7060.13,470.68,3445,VIP
13986,1,17,320.46,320.46,430,New
13988,6,20,4147.96,691.33,3044,Risk
13989,2,66,1266.08,633.04,1313,Inactive
13990,1,213,311.3,311.3,190,Inactive
13991,6,12,855.97,142.66,998,Loyal
13992,1,30,76.8,76.8,64,Inactive
13993,9,43,3466.36,385.15,900,Risk
13994,6,4,2313.14,385.52,940,Loyal
13995,5,15,1393.69,278.74,879,Loyal
13999,12,10,3901.81,325.15,2243,Loyal
14000,1,211,635.66,635.66,710,Inactive
14001,3,46,2043.08,681.03,962,Inactive
14002,2,134,529.73,264.86,877,Inactive
14004,7,43,4582.64,654.66,2668,Risk
14005,5,10,2874.72,574.94,2478,VIP
14006,3,116,962.19,320.73,641,Inactive
14009,2,198,695.61,347.8,365,Inactive
14012,1,278,328.8,328.8,160,Inactive
14013,3,110,473.02,157.67,462,Inactive
14014,1,77,505.18,505.18,1076,Inactive
14015,1,53,917.34,917.34,378,Inactive
14016,4,162,4341.21,1085.3,2125,Inactive
14019,3,47,1421.61,473.87,1037,Inactive
14020,2,17,642.8,321.4,441,New
14021,3,155,631.9,210.63,192,Inactive
14022,1,225,440.0,440.0,487,Inactive
14023,2,7,584.07,292.03,345,New
14024,2,122,327.7,163.85,150,Inactive
14027,1,61,104.82,104.82,62,Inactive
14029,2,63,467.66,233.83,198,Inactive
14030,8,18,2360.09,295.01,1479,Loyal
14031,17,7,14700.86,864.76,5372,VIP
14032,11,2,2975.59,270.51,2032,Loyal
14034,3,22,651.82,217.27,423,Inactive
14035,5,29,1428.02,285.6,739,Risk
14036,1,285,626.65,626.65,268,Inactive
14037,2,176,147.2,73.6,46,Inactive
14038,3,78,1560.38,520.13,965,Inactive
14039,1,33,152.2,152.2,92,Inactive
14040,12,41,3614.92,301.24,1554,Risk
14041,1,266,141.41,141.41,94,Inactive
14044,4,27,652.82,163.21,308,Inactive
14045,4,109,1659.75,414.94,535,Inactive
14046,1,284,154.99,154.99,460,Inactive
14047,5,9,1308.61,261.72,381,Loyal
14048,1,305,409.93,409.93,288,Inactive
14049,4,17,5681.72,1420.43,3870,New
